2021 Aug 06 08:28:58
                     Time,      [CH4]_ppm,   [CH4]_ppm_se,      [H2O]_ppm,   [H2O]_ppm_se,      [CO2]_ppm,   [CO2]_ppm_se,      GasP_torr,   GasP_torr_se,         GasT_C,      GasT_C_se,         AmbT_C,      AmbT_C_se,         RD0_us,      RD0_us_se,         RD1_us,      RD1_us_se,       Fit_Flag
    08/06/21 08:31:17.068,    2.13482e+00,    5.13900e-04,    1.69455e+04,    9.04149e+00,    4.46912e+02,    1.39503e-01,    1.40386e+02,    2.60134e-03,    2.24044e+01,    7.52186e-04,    1.95133e+02,    1.22439e-02,    9.61755e+00,    4.17235e-04,    8.39087e+00,    1.21605e-03,              3
    08/06/21 08:31:26.898,    2.13579e+00,    7.43703e-04,    1.69362e+04,    1.18460e+01,    4.46436e+02,    1.74522e-01,    1.40383e+02,    2.11070e-03,    2.24130e+01,    9.41916e-04,    1.95011e+02,    1.46180e-02,    9.62055e+00,    1.37300e-03,    8.39096e+00,    1.00541e-03,              3
    08/06/21 08:31:36.749,    2.13696e+00,    5.02479e-04,    1.69494e+04,    7.34652e+00,    4.45768e+02,    1.08985e-01,    1.40400e+02,    3.64250e-03,    2.24177e+01,    1.07761e-03,    1.94959e+02,    1.14342e-02,    9.62039e+00,    1.19348e-03,    8.38923e+00,    8.78219e-04,              3
    08/06/21 08:31:46.578,    2.13728e+00,    2.79796e-04,    1.69503e+04,    1.80235e+01,    4.45202e+02,    2.90499e-01,    1.40402e+02,    1.68104e-03,    2.24268e+01,    8.09633e-04,    1.94853e+02,    1.17852e-02,    9.61873e+00,    1.17216e-03,    8.38857e+00,    1.12733e-03,              3
    08/06/21 08:31:56.409,    2.13717e+00,    4.47826e-04,    1.69453e+04,    1.06715e+01,    4.39971e+02,    7.05847e-01,    1.40403e+02,    2.53807e-03,    2.24356e+01,    8.35188e-04,    1.94741e+02,    1.34799e-02,    9.61882e+00,    1.08032e-03,    8.39045e+00,    1.12996e-03,              3
    08/06/21 08:32:06.256,    2.13627e+00,    3.10385e-04,    1.68993e+04,    1.33949e+01,    4.37572e+02,    3.52919e-01,    1.40405e+02,    1.90571e-03,    2.24446e+01,    9.73983e-04,    1.94607e+02,    1.32530e-02,    9.61782e+00,    9.64018e-04,    8.39145e+00,    5.62453e-04,              3
    08/06/21 08:32:16.092,    2.13543e+00,    3.55321e-04,    1.69239e+04,    1.08914e+01,    4.35083e+02,    1.16581e-01,    1.40420e+02,    2.90361e-03,    2.24482e+01,    9.89274e-04,    1.94564e+02,    1.43635e-02,    9.61761e+00,    1.52519e-03,    8.38716e+00,    6.10910e-04,              3
    08/06/21 08:32:25.926,    2.13533e+00,    5.25377e-04,    1.69088e+04,    1.16949e+01,    4.35338e+02,    1.89634e-01,    1.40423e+02,    2.93280e-03,    2.24569e+01,    8.49217e-04,    1.94448e+02,    7.69500e-03,    9.61565e+00,    1.37633e-03,    8.38815e+00,    9.09544e-04,              3
    08/06/21 08:32:35.755,    2.13577e+00,    4.39759e-04,    1.69675e+04,    1.22250e+01,    4.38002e+02,    2.90654e-01,    1.40423e+02,    3.07625e-03,    2.24658e+01,    9.28590e-04,    1.94326e+02,    1.25948e-02,    9.61584e+00,    1.39053e-03,    8.38804e+00,    1.06788e-03,              3
    08/06/21 08:32:45.609,    2.13384e+00,    4.61470e-04,    1.69557e+04,    1.15078e+01,    4.43701e+02,    5.06382e-01,    1.40412e+02,    4.48097e-03,    2.24803e+01,    2.27620e-03,    1.94135e+02,    3.08933e-02,    9.61882e+00,    1.08546e-03,    8.38786e+00,    6.83168e-04,              3
    08/06/21 08:32:55.432,    2.13380e+00,    6.24183e-04,    1.70264e+04,    1.08573e+01,    4.45021e+02,    1.00429e-01,    1.40402e+02,    2.40889e-03,    2.24933e+01,    8.81534e-04,    1.93949e+02,    1.21808e-02,    9.61877e+00,    1.67475e-03,    8.39034e+00,    7.21129e-04,              3
    08/06/21 08:33:05.265,    2.13290e+00,    9.05224e-04,    1.70716e+04,    1.35328e+01,    4.45473e+02,    2.02714e-01,    1.40406e+02,    2.99492e-03,    2.25036e+01,    7.43818e-04,    1.93818e+02,    1.25709e-02,    9.62028e+00,    1.41766e-03,    8.39087e+00,    9.41927e-04,              3
    08/06/21 08:33:15.104,    2.13209e+00,    3.77955e-04,    1.71006e+04,    7.39914e+00,    4.43572e+02,    5.47037e-01,    1.40415e+02,    5.76664e-03,    2.25116e+01,    8.00671e-04,    1.93720e+02,    1.00884e-02,    9.61851e+00,    1.30099e-03,    8.39037e+00,    9.16295e-04,              3
    08/06/21 08:33:24.949,    2.13253e+00,    2.87640e-04,    1.71211e+04,    7.80349e+00,    4.42792e+02,    1.91910e-01,    1.40424e+02,    4.38913e-03,    2.25219e+01,    1.62653e-03,    1.93601e+02,    2.20524e-02,    9.61822e+00,    9.76463e-04,    8.38742e+00,    9.52524e-04,              3
    08/06/21 08:33:34.779,    2.13285e+00,    4.11257e-04,    1.71543e+04,    1.00150e+01,    4.41034e+02,    9.73243e-02,    1.40420e+02,    3.27304e-03,    2.25326e+01,    1.00556e-03,    1.93464e+02,    1.38291e-02,    9.61717e+00,    9.58734e-04,    8.38828e+00,    8.69198e-04,              3
    08/06/21 08:33:44.619,    2.13366e+00,    6.70346e-04,    1.71361e+04,    1.13069e+01,    4.41967e+02,    2.16434e-01,    1.40416e+02,    4.56381e-03,    2.25461e+01,    1.51713e-03,    1.93276e+02,    2.06493e-02,    9.61681e+00,    1.53300e-03,    8.38818e+00,    7.91843e-04,              3
    08/06/21 08:33:54.481,    2.13266e+00,    2.65328e-04,    1.71336e+04,    8.18425e+00,    4.40232e+02,    1.27254e-01,    1.40431e+02,    4.65876e-03,    2.25526e+01,    1.46553e-03,    1.93187e+02,    1.96753e-02,    9.61989e+00,    8.89550e-04,    8.38954e+00,    1.11601e-03,              3
    08/06/21 08:34:04.309,    2.13434e+00,    3.62447e-04,    1.71370e+04,    8.95744e+00,    4.40250e+02,    9.01352e-02,    1.40417e+02,    3.89816e-03,    2.25688e+01,    1.40889e-03,    1.92969e+02,    1.96859e-02,    9.61842e+00,    1.42965e-03,    8.38855e+00,    1.24674e-03,              3
    08/06/21 08:34:14.140,    2.13548e+00,    5.09982e-04,    1.71005e+04,    1.10520e+01,    4.40342e+02,    2.23430e-01,    1.40415e+02,    2.97904e-03,    2.25813e+01,    1.02346e-03,    1.92819e+02,    1.11249e-02,    9.61668e+00,    1.41994e-03,    8.39216e+00,    1.40345e-03,              3
    08/06/21 08:34:23.970,    2.13506e+00,    3.18119e-04,    1.70672e+04,    1.40446e+01,    4.41498e+02,    1.97262e-01,    1.40418e+02,    3.22866e-03,    2.25934e+01,    9.84599e-04,    1.92658e+02,    1.49806e-02,    9.62015e+00,    1.35977e-03,    8.38941e+00,    1.38725e-03,              3
    08/06/21 08:34:33.818,    2.13650e+00,    4.49289e-04,    1.70255e+04,    4.90572e+00,    4.39633e+02,    2.03428e-01,    1.40432e+02,    3.71131e-03,    2.26017e+01,    1.41988e-03,    1.92547e+02,    1.94594e-02,    9.61805e+00,    1.51491e-03,    8.38965e+00,    1.29859e-03,              3
    08/06/21 08:34:43.650,    2.13641e+00,    4.68394e-04,    1.69998e+04,    1.22422e+01,    4.38915e+02,    3.32788e-01,    1.40434e+02,    4.24688e-03,    2.26153e+01,    1.73022e-03,    1.92387e+02,    2.07398e-02,    9.61804e+00,    9.80894e-04,    8.38826e+00,    1.02825e-03,              3
    08/06/21 08:34:53.482,    2.13674e+00,    3.06880e-04,    1.69923e+04,    1.09483e+01,    4.52041e+02,    1.62410e+00,    1.40430e+02,    3.89945e-03,    2.26273e+01,    9.73644e-04,    1.92219e+02,    1.51515e-02,    9.61813e+00,    1.07945e-03,    8.38854e+00,    1.13119e-03,              3
    08/06/21 08:35:03.337,    2.13687e+00,    2.59399e-04,    1.69633e+04,    1.36801e+01,    4.54372e+02,    2.98073e-01,    1.40434e+02,    3.85660e-03,    2.26379e+01,    1.24390e-03,    1.92072e+02,    2.07074e-02,    9.61693e+00,    1.16362e-03,    8.39041e+00,    6.87253e-04,              3
    08/06/21 08:35:13.162,    2.13589e+00,    3.28221e-04,    1.69251e+04,    9.83118e+00,    4.49184e+02,    4.64461e-01,    1.40449e+02,    3.99036e-03,    2.26461e+01,    1.14809e-03,    1.91970e+02,    1.56173e-02,    9.61830e+00,    1.08514e-03,    8.38940e+00,    9.72973e-04,              3
    08/06/21 08:35:22.992,    2.13552e+00,    4.14290e-04,    1.69372e+04,    1.78097e+01,    4.44372e+02,    3.96930e-01,    1.40447e+02,    3.75888e-03,    2.26593e+01,    1.16325e-03,    1.91820e+02,    1.32189e-02,    9.61786e+00,    9.03590e-04,    8.39095e+00,    1.02171e-03,              3
    08/06/21 08:35:32.834,    2.13441e+00,    3.35225e-04,    1.69332e+04,    1.00856e+01,    4.44313e+02,    4.16958e-01,    1.40450e+02,    3.47019e-03,    2.26730e+01,    1.95883e-03,    1.91641e+02,    2.48550e-02,    9.61900e+00,    1.32340e-03,    8.38864e+00,    1.20712e-03,              3
    08/06/21 08:35:42.684,    2.13608e+00,    3.09606e-04,    1.69661e+04,    1.07955e+01,    4.46250e+02,    1.49676e-01,    1.40444e+02,    3.84799e-03,    2.26871e+01,    7.72262e-04,    1.91467e+02,    1.06174e-02,    9.61561e+00,    9.23066e-04,    8.38868e+00,    8.96568e-04,              3
    08/06/21 08:35:52.514,    2.13479e+00,    3.89236e-04,    1.69553e+04,    1.47605e+01,    4.42741e+02,    4.93971e-01,    1.40454e+02,    3.88639e-03,    2.26987e+01,    2.13386e-03,    1.91317e+02,    2.86616e-02,    9.61766e+00,    1.07744e-03,    8.38852e+00,    9.68116e-04,              3
    08/06/21 08:36:02.348,    2.13613e+00,    8.88867e-04,    1.69477e+04,    2.94809e+01,    4.39210e+02,    1.75515e-01,    1.40455e+02,    3.92016e-03,    2.27110e+01,    1.36705e-03,    1.91159e+02,    1.65729e-02,    9.61803e+00,    1.54880e-03,    8.38919e+00,    8.45795e-04,              3
    08/06/21 08:36:12.194,    2.13523e+00,    6.66723e-04,    1.69520e+04,    1.62729e+01,    4.38786e+02,    2.16680e-01,    1.40444e+02,    7.20049e-03,    2.27251e+01,    1.68308e-03,    1.90974e+02,    2.43221e-02,    9.61917e+00,    1.38684e-03,    8.38836e+00,    1.56846e-03,              3
    08/06/21 08:36:22.266,    2.13679e+00,    5.64287e-04,    1.69195e+04,    1.79559e+01,    4.40508e+02,    3.94016e-01,    1.40404e+02,    5.37273e-03,    2.27439e+01,    1.98892e-03,    1.90751e+02,    2.31656e-02,    9.61928e+00,    1.40879e-03,    8.38955e+00,    1.25001e-03,              3
    08/06/21 08:36:32.098,    2.13692e+00,    5.27121e-04,    1.69101e+04,    1.24759e+01,    4.43208e+02,    2.39421e-01,    1.40391e+02,    3.79831e-03,    2.27613e+01,    1.37110e-03,    1.90520e+02,    1.82935e-02,    9.61522e+00,    1.00709e-03,    8.39014e+00,    8.14736e-04,              3
    08/06/21 08:36:41.959,    2.13567e+00,    6.40557e-04,    1.68994e+04,    1.88415e+01,    4.44853e+02,    1.95273e-01,    1.40439e+02,    5.19526e-03,    2.27706e+01,    2.12883e-03,    1.90414e+02,    2.97164e-02,    9.61826e+00,    1.58001e-03,    8.39241e+00,    1.40269e-03,              3
    08/06/21 08:36:52.087,    2.13632e+00,    7.48850e-04,    1.69003e+04,    2.36148e+01,    4.46065e+02,    2.14195e-01,    1.40448e+02,    5.01478e-03,    2.27874e+01,    2.29276e-03,    1.90214e+02,    2.80357e-02,    9.61629e+00,    1.45089e-03,    8.38954e+00,    1.34498e-03,              3
    08/06/21 08:37:02.387,    2.13739e+00,    8.14895e-04,    1.69695e+04,    9.98595e+00,    4.46374e+02,    3.01869e-01,    1.40443e+02,    7.35864e-03,    2.28037e+01,    2.26464e-03,    1.89987e+02,    2.64384e-02,    9.61152e+00,    4.02568e-03,    8.38678e+00,    2.59237e-03,              3
    08/06/21 08:37:12.362,    2.13461e+00,    6.51988e-04,    1.70143e+04,    1.50654e+01,    4.43546e+02,    2.02513e-01,    1.40448e+02,    5.02816e-03,    2.28200e+01,    2.16941e-03,    1.89793e+02,    3.35443e-02,    9.61804e+00,    1.81431e-03,    8.38848e+00,    1.68642e-03,              3
    08/06/21 08:37:22.380,    2.13341e+00,    5.86043e-04,    1.70379e+04,    1.74988e+01,    4.42618e+02,    1.38170e-01,    1.40447e+02,    4.32407e-03,    2.28371e+01,    1.60831e-03,    1.89569e+02,    1.82845e-02,    9.61760e+00,    9.35410e-04,    8.38848e+00,    9.43947e-04,              3
    08/06/21 08:37:32.399,    2.13540e+00,    2.80037e-04,    1.70683e+04,    1.65991e+01,    4.40801e+02,    1.93103e-01,    1.40447e+02,    5.52212e-03,    2.28492e+01,    1.53388e-03,    1.89426e+02,    1.93564e-02,    9.61656e+00,    8.42266e-04,    8.38920e+00,    1.02246e-03,              3
    08/06/21 08:37:42.460,    2.13521e+00,    6.70465e-04,    1.70085e+04,    2.06547e+01,    4.40428e+02,    1.60027e-01,    1.40454e+02,    3.44637e-03,    2.28636e+01,    1.51886e-03,    1.89237e+02,    1.81533e-02,    9.61851e+00,    8.86731e-04,    8.38957e+00,    1.19297e-03,              3
    08/06/21 08:37:52.523,    2.13585e+00,    5.77680e-04,    1.70124e+04,    1.13882e+01,    4.37715e+02,    8.13627e-01,    1.40433e+02,    7.50583e-03,    2.28786e+01,    1.15027e-03,    1.89056e+02,    1.48465e-02,    9.61796e+00,    1.59586e-03,    8.38812e+00,    1.39050e-03,              3
    08/06/21 08:38:02.585,    2.13611e+00,    7.25807e-04,    1.69419e+04,    1.29019e+01,    4.32324e+02,    6.33802e-01,    1.40416e+02,    2.75285e-03,    2.28910e+01,    1.70744e-03,    1.88890e+02,    2.06685e-02,    9.61757e+00,    1.55865e-03,    8.38614e+00,    1.23358e-03,              3
    08/06/21 08:38:12.631,    2.13433e+00,    1.14161e-03,    1.69254e+04,    1.73349e+01,    4.26481e+02,    3.11890e-01,    1.40437e+02,    6.91466e-03,    2.29056e+01,    1.60040e-03,    1.88712e+02,    1.87211e-02,    9.61802e+00,    1.39569e-03,    8.38945e+00,    1.08940e-03,              3
    08/06/21 08:38:22.700,    2.13507e+00,    8.68352e-04,    1.70143e+04,    2.02710e+01,    4.26064e+02,    1.71575e-01,    1.40456e+02,    5.68171e-03,    2.29212e+01,    1.87839e-03,    1.88532e+02,    2.33855e-02,    9.62010e+00,    1.08011e-03,    8.39367e+00,    9.32113e-04,              3
    08/06/21 08:38:32.765,    2.13368e+00,    4.11016e-04,    1.70829e+04,    1.12134e+01,    4.26136e+02,    1.26031e-01,    1.40451e+02,    6.07152e-03,    2.29387e+01,    2.21473e-03,    1.88333e+02,    2.69758e-02,    9.61713e+00,    1.59074e-03,    8.38966e+00,    1.32073e-03,              3
    08/06/21 08:38:42.815,    2.13428e+00,    5.41411e-04,    1.71880e+04,    1.18228e+01,    4.27397e+02,    1.64205e-01,    1.40460e+02,    4.85225e-03,    2.29537e+01,    1.43397e-03,    1.88150e+02,    1.47607e-02,    9.61485e+00,    1.42589e-03,    8.38930e+00,    7.16570e-04,              3
    08/06/21 08:38:52.893,    2.13297e+00,    6.12628e-04,    1.72633e+04,    1.22665e+01,    4.29492e+02,    3.55611e-01,    1.40453e+02,    5.15165e-03,    2.29706e+01,    1.61369e-03,    1.87946e+02,    2.10346e-02,    9.61756e+00,    1.74799e-03,    8.38745e+00,    8.70347e-04,              3
    08/06/21 08:39:02.962,    2.13186e+00,    3.94126e-04,    1.73201e+04,    1.73334e+01,    4.32873e+02,    3.32347e-01,    1.40454e+02,    5.28531e-03,    2.29880e+01,    2.12798e-03,    1.87725e+02,    2.45496e-02,    9.61679e+00,    9.64456e-04,    8.39029e+00,    9.16505e-04,              3
    08/06/21 08:39:13.079,    2.13061e+00,    7.75221e-04,    1.74073e+04,    1.66834e+01,    4.35550e+02,    2.16987e-01,    1.40444e+02,    6.76477e-03,    2.30031e+01,    1.89306e-03,    1.87532e+02,    2.33687e-02,    9.61809e+00,    1.57821e-03,    8.38955e+00,    9.19652e-04,              3
    08/06/21 08:39:23.079,    2.13214e+00,    4.60418e-04,    1.74549e+04,    1.87836e+01,    4.36144e+02,    1.82991e-01,    1.40448e+02,    6.11537e-03,    2.30171e+01,    2.58960e-03,    1.87364e+02,    3.16032e-02,    9.61509e+00,    9.64423e-04,    8.38985e+00,    1.13920e-03,              3
    08/06/21 08:39:33.243,    2.13252e+00,    4.50412e-04,    1.74787e+04,    1.47967e+01,    4.36173e+02,    2.41517e-01,    1.40454e+02,    6.60318e-03,    2.30351e+01,    1.63560e-03,    1.87133e+02,    2.15529e-02,    9.61699e+00,    1.39257e-03,    8.38803e+00,    8.78373e-04,              3
    08/06/21 08:39:43.278,    2.13282e+00,    3.10818e-04,    1.74996e+04,    1.00319e+01,    4.33699e+02,    2.81733e-01,    1.40455e+02,    4.79585e-03,    2.30516e+01,    1.56040e-03,    1.86933e+02,    2.02673e-02,    9.61501e+00,    6.29360e-04,    8.38933e+00,    1.08514e-03,              3
    08/06/21 08:39:53.291,    2.13297e+00,    5.21781e-04,    1.74659e+04,    1.72494e+01,    4.31007e+02,    4.90656e-01,    1.40444e+02,    5.18293e-03,    2.30684e+01,    1.57939e-03,    1.86726e+02,    2.17689e-02,    9.61339e+00,    1.67085e-03,    8.38726e+00,    1.31128e-03,              3
    08/06/21 08:40:03.312,    2.13214e+00,    7.60223e-04,    1.74343e+04,    2.16983e+01,    4.21968e+02,    3.57869e-01,    1.40447e+02,    3.87750e-03,    2.30838e+01,    2.10386e-03,    1.86533e+02,    2.76433e-02,    9.61778e+00,    1.04645e-03,    8.38848e+00,    6.49922e-04,              3
    08/06/21 08:40:13.383,    2.13424e+00,    6.23642e-04,    1.71569e+04,    3.95173e+01,    4.17661e+02,    3.48372e-01,    1.40454e+02,    6.54828e-03,    2.30964e+01,    2.14792e-03,    1.86357e+02,    2.38003e-02,    9.61841e+00,    1.24222e-03,    8.38967e+00,    1.07516e-03,              3
    08/06/21 08:40:23.469,    2.13607e+00,    5.47289e-04,    1.66895e+04,    3.94516e+01,    4.30225e+02,    1.21118e+00,    1.40448e+02,    5.41847e-03,    2.31131e+01,    2.00746e-03,    1.86139e+02,    2.83917e-02,    9.61676e+00,    8.59302e-04,    8.38777e+00,    9.48741e-04,              3
    08/06/21 08:40:33.576,    2.13842e+00,    7.82606e-04,    1.63909e+04,    1.92294e+01,    4.21940e+02,    5.00384e-01,    1.40459e+02,    5.43040e-03,    2.31293e+01,    1.93501e-03,    1.85942e+02,    2.41248e-02,    9.61322e+00,    1.07651e-03,    8.38913e+00,    8.72923e-04,              3
    08/06/21 08:40:43.628,    2.13892e+00,    4.43749e-04,    1.62718e+04,    1.62653e+01,    4.17577e+02,    1.88924e-01,    1.40456e+02,    2.99235e-03,    2.31467e+01,    1.59445e-03,    1.85724e+02,    1.95907e-02,    9.61502e+00,    1.65223e-03,    8.38966e+00,    1.14433e-03,              3
    08/06/21 08:40:53.839,    2.13794e+00,    3.94407e-04,    1.62663e+04,    1.36334e+01,    4.17486e+02,    3.98009e-01,    1.40454e+02,    6.69162e-03,    2.31644e+01,    1.62845e-03,    1.85504e+02,    2.18293e-02,    9.61846e+00,    7.77209e-04,    8.39161e+00,    1.29398e-03,              3
    08/06/21 08:41:03.785,    2.13775e+00,    4.46171e-04,    1.62205e+04,    1.62086e+01,    4.16203e+02,    5.49185e-01,    1.40457e+02,    4.98434e-03,    2.31804e+01,    2.27605e-03,    1.85310e+02,    2.80743e-02,    9.61634e+00,    1.04331e-03,    8.38993e+00,    8.57458e-04,              3
    08/06/21 08:41:13.850,    2.13570e+00,    4.64452e-04,    1.61221e+04,    1.36153e+01,    4.12474e+02,    1.45032e-01,    1.40456e+02,    5.29492e-03,    2.31999e+01,    1.88896e-03,    1.85053e+02,    2.80084e-02,    9.61739e+00,    1.60436e-03,    8.39055e+00,    1.29020e-03,              3
    08/06/21 08:41:23.924,    2.13611e+00,    4.03891e-04,    1.60401e+04,    8.12272e+00,    4.16190e+02,    1.17916e+00,    1.40469e+02,    7.41378e-03,    2.32176e+01,    1.78273e-03,    1.84831e+02,    2.44230e-02,    9.61712e+00,    1.19295e-03,    8.39042e+00,    1.68368e-03,              3
    08/06/21 08:41:33.985,    2.13758e+00,    4.87968e-04,    1.60757e+04,    1.56702e+01,    4.28598e+02,    4.91458e-01,    1.40453e+02,    4.53652e-03,    2.32362e+01,    1.78992e-03,    1.84608e+02,    2.54503e-02,    9.61966e+00,    1.34150e-03,    8.39158e+00,    7.30910e-04,              3
    08/06/21 08:41:44.057,    2.13721e+00,    5.53049e-04,    1.61375e+04,    1.33221e+01,    4.29392e+02,    8.25708e-02,    1.40451e+02,    6.23109e-03,    2.32545e+01,    1.96698e-03,    1.84375e+02,    2.26358e-02,    9.61999e+00,    1.47146e-03,    8.39222e+00,    1.20081e-03,              3
    08/06/21 08:41:54.123,    2.13690e+00,    6.50288e-04,    1.61382e+04,    1.09511e+01,    4.30728e+02,    4.12439e-01,    1.40454e+02,    6.44011e-03,    2.32751e+01,    2.07106e-03,    1.84112e+02,    2.45912e-02,    9.61693e+00,    1.25283e-03,    8.39002e+00,    6.37667e-04,              3
    08/06/21 08:42:04.301,    2.13541e+00,    6.96598e-04,    1.62025e+04,    1.63021e+01,    4.40397e+02,    1.73828e+00,    1.40457e+02,    6.29300e-03,    2.32922e+01,    1.13726e-03,    1.83903e+02,    1.48210e-02,    9.61781e+00,    1.03594e-03,    8.39152e+00,    9.92720e-04,              3
    08/06/21 08:42:14.502,    2.13590e+00,    5.07678e-04,    1.62935e+04,    9.28760e+00,    4.49804e+02,    4.95795e-01,    1.40459e+02,    5.78898e-03,    2.33132e+01,    2.26582e-03,    1.83668e+02,    2.62447e-02,    9.61676e+00,    1.55764e-03,    8.39168e+00,    1.25611e-03,              3
    08/06/21 08:42:24.558,    2.13688e+00,    5.48510e-04,    1.62420e+04,    1.60847e+01,    4.45810e+02,    2.95945e-01,    1.40457e+02,    5.39858e-03,    2.33324e+01,    1.99426e-03,    1.83426e+02,    2.33406e-02,    9.62010e+00,    1.22657e-03,    8.38757e+00,    8.59272e-04,              3
    08/06/21 08:42:34.460,    2.13805e+00,    5.48675e-04,    1.61847e+04,    5.59257e+00,    4.48709e+02,    6.35055e-01,    1.40446e+02,    5.80322e-03,    2.33535e+01,    1.66411e-03,    1.83147e+02,    2.27102e-02,    9.61634e+00,    9.86842e-04,    8.39147e+00,    8.40363e-04,              3
    08/06/21 08:42:44.461,    2.13549e+00,    6.73111e-04,    1.62578e+04,    1.91860e+01,    4.40221e+02,    4.03526e-01,    1.40450e+02,    4.48892e-03,    2.33682e+01,    1.18754e-03,    1.82959e+02,    1.32434e-02,    9.61628e+00,    1.28420e-03,    8.39008e+00,    9.97506e-04,              3
    08/06/21 08:42:54.519,    2.13480e+00,    2.89742e-04,    1.64690e+04,    1.65174e+01,    4.38170e+02,    1.00170e-01,    1.40451e+02,    4.93338e-03,    2.33857e+01,    2.46031e-03,    1.82745e+02,    3.23351e-02,    9.61702e+00,    1.19054e-03,    8.39090e+00,    7.54689e-04,              3
    08/06/21 08:43:04.597,    2.13360e+00,    4.93799e-04,    1.65924e+04,    1.14626e+01,    4.37804e+02,    1.21009e-01,    1.40455e+02,    5.24416e-03,    2.34019e+01,    2.41521e-03,    1.82533e+02,    2.86985e-02,    9.61737e+00,    1.31690e-03,    8.38992e+00,    1.05252e-03,              3
    08/06/21 08:43:14.691,    2.13141e+00,    6.03093e-04,    1.66747e+04,    1.22285e+01,    4.37987e+02,    6.56733e-02,    1.40457e+02,    5.71249e-03,    2.34201e+01,    1.97119e-03,    1.82330e+02,    2.65943e-02,    9.61790e+00,    1.38146e-03,    8.38806e+00,    1.01018e-03,              3
    08/06/21 08:43:24.777,    2.12991e+00,    4.81175e-04,    1.67781e+04,    1.43583e+01,    4.39477e+02,    2.51434e-01,    1.40466e+02,    7.24620e-03,    2.34394e+01,    2.02375e-03,    1.82091e+02,    2.96153e-02,    9.61664e+00,    1.48339e-03,    8.38958e+00,    1.09718e-03,              3
